unit,cycle,anomaly_score,health_score,health_status
1,132,-0.0628434772056496,76.22,NORMAL
1,133,-0.0981617105369769,92.05,NORMAL
1,134,-0.0888736555943674,87.89,NORMAL
1,135,-0.0945036131775108,90.41,NORMAL
1,136,-0.0714083319129818,80.06,NORMAL
1,137,-0.0839921676991243,85.7,NORMAL
1,138,-0.0805056300777575,84.14,NORMAL
1,139,-0.0750780082676252,81.7,NORMAL
1,140,-0.086624689664301,86.88,NORMAL
1,141,-0.0576569684630799,73.89,NORMAL
1,142,-0.0665560603741943,77.88,NORMAL
1,143,-0.1097095659117093,97.23,NORMAL
1,144,-0.0800855421725119,83.95,NORMAL
1,145,-0.0948882508327206,90.59,NORMAL
1,146,-0.0955944136566135,90.9,NORMAL
1,147,-0.0718713708836087,80.27,NORMAL
1,148,-0.0844094093465873,85.89,NORMAL
1,149,-0.0805887957647404,84.17,NORMAL
1,150,-0.069028513332258,78.99,NORMAL
1,151,-0.0702730392132582,79.55,NORMAL
1,152,-0.0567295260688585,73.48,NORMAL
1,153,-0.0774327915161107,82.76,NORMAL
1,154,-0.0819191919872444,84.77,NORMAL
1,155,-0.0785232630722447,83.25,NORMAL
1,156,-0.0339213161234058,63.25,WARNING
1,157,-0.059412475820091,74.68,NORMAL
1,158,-0.0600221256274471,74.95,NORMAL
1,159,-0.065065271536346,77.21,NORMAL
1,160,-0.007992366609339,51.62,WARNING
1,161,-0.077078354392248,82.6,NORMAL
1,162,-0.0376908631280586,64.94,WARNING
1,163,-0.0237573984520929,58.69,WARNING
1,164,-0.0413086105736386,66.56,WARNING
1,165,-0.0258436510583827,59.63,WARNING
1,166,-0.0149796734874773,54.75,WARNING
1,167,-0.0535052977794824,72.03,NORMAL
1,168,-0.0222120155098252,58.0,WARNING
1,169,-0.0383206323176453,65.22,WARNING
1,170,-0.023950423989228,58.78,WARNING
1,171,-0.0349662603753428,63.72,WARNING
1,172,0.0008954461107867,47.64,WARNING
1,173,0.0093923216027671,43.83,WARNING
1,174,0.0061628120324143,45.27,WARNING
1,175,-0.0130255668253732,53.88,WARNING
1,176,-0.0216629133406388,57.75,WARNING
1,177,0.0242565195554944,37.16,CRITICAL
1,178,0.000907306102685,47.63,WARNING
1,179,0.0068322535506899,44.97,WARNING
1,180,0.0362797273324507,31.77,CRITICAL
1,181,0.0417944429154002,29.3,CRITICAL
1,182,0.0569221934037292,22.51,CRITICAL
1,183,-0.0028485844921791,49.31,WARNING
1,184,0.0944647527857384,5.68,CRITICAL
1,185,0.0389996270236311,30.55,CRITICAL
1,186,0.0330542936508805,33.22,CRITICAL
1,187,0.0918600109636958,6.85,CRITICAL
1,188,0.0858273895766138,9.55,CRITICAL
1,189,0.0857356034021837,9.59,CRITICAL
1,190,0.0936932752054815,6.02,CRITICAL
1,191,0.068907521328146,17.14,CRITICAL
1,192,0.069733193539062,16.77,CRITICAL
2,1,0.0691844097242906,17.01,CRITICAL
2,2,-0.0045241053240679,50.07,WARNING
2,3,0.0593618479517323,21.42,CRITICAL
2,4,0.0092821794554617,43.88,WARNING
2,5,0.0756778768969844,14.1,CRITICAL
2,6,0.0175049051476364,40.19,WARNING
2,7,-0.0578770303225077,73.99,NORMAL
2,8,-0.0210964180486703,57.5,WARNING
2,9,0.0497556042622812,25.73,CRITICAL
2,10,0.0608449033921189,20.75,CRITICAL
2,11,-0.0546435997702651,72.54,NORMAL
2,12,-0.0196343581992574,56.84,WARNING
2,13,-0.0084634474761113,51.83,WARNING
2,14,-0.0114901346445658,53.19,WARNING
2,15,-0.0685732858873018,78.79,NORMAL
2,16,-0.0215540575899222,57.7,WARNING
2,17,-0.0175459409607832,55.91,WARNING
2,18,-0.0517064754467309,71.22,NORMAL
2,19,-0.0217466159848186,57.79,WARNING
2,20,-0.0080411011795129,51.64,WARNING
2,21,0.002272956050093,47.02,WARNING
2,22,-0.0239793180660307,58.79,WARNING
2,23,0.0066170631521838,45.07,WARNING
2,24,-0.0311019582312109,61.98,WARNING
2,25,-0.0237427995413962,58.68,WARNING
2,26,0.021682001705205,38.31,CRITICAL
2,27,-0.0580123476050889,74.05,NORMAL
2,28,0.0275387368310726,35.69,CRITICAL
2,29,-0.0294630974409217,61.25,WARNING
2,30,-0.0446817920256971,68.07,WARNING
2,31,0.0153440628636843,41.16,WARNING
2,32,0.0108215729125792,43.18,WARNING
2,33,-0.0328486177276145,62.77,WARNING
2,34,-0.0075180046355277,51.41,WARNING
2,35,-0.002525943123674,49.17,WARNING
2,36,-0.014983666727781,54.76,WARNING
2,37,0.0063355654511414,45.2,WARNING
2,38,-0.0415957410124174,66.69,WARNING
2,39,-0.006761692620068,51.07,WARNING
2,40,-0.0552417509410877,72.81,NORMAL
2,41,-0.0530349206664141,71.82,NORMAL
2,42,0.0188170345262435,39.6,CRITICAL
2,43,-0.028058446735198,60.62,WARNING
2,44,-0.0677615731163117,78.42,NORMAL
2,45,-0.0572021087467147,73.69,NORMAL
2,46,-0.0217160542643296,57.78,WARNING
2,47,-0.0183992118792689,56.29,WARNING
2,48,-0.0336749674748739,63.14,WARNING
2,49,0.0034234040916003,46.5,WARNING
2,50,-0.0431473812337672,67.39,WARNING
2,51,-0.025846189053147,59.63,WARNING
2,52,0.033909984706373,32.83,CRITICAL
2,53,-0.0424509179820861,67.07,WARNING
2,54,-0.035860120203521,64.12,WARNING
2,55,0.0613817593231382,20.51,CRITICAL
2,56,0.0025462602060907,46.9,WARNING
2,57,-0.0226282640453561,58.18,WARNING
2,58,-0.0131959337467756,53.95,WARNING
2,59,-0.0440990918604615,67.81,WARNING
2,60,-0.0757494071356484,82.0,NORMAL
2,61,-0.0203108998260165,57.15,WARNING
2,62,-0.0183228297790613,56.25,WARNING
2,63,-0.0227292875327586,58.23,WARNING
2,64,-0.0467251340473496,68.99,WARNING
2,65,0.0272044020520297,35.84,CRITICAL
2,66,-0.0652408866678886,77.29,NORMAL
2,67,-0.0200868016174201,57.04,WARNING
2,68,-0.058470354350235,74.26,NORMAL
2,69,-0.0887574520063653,87.84,NORMAL
2,70,-0.0564315260831372,73.34,NORMAL
2,71,-0.06182175414289,75.76,NORMAL
2,72,-0.06621422898617,77.73,NORMAL
2,73,-0.0326797810711282,62.69,WARNING
2,74,0.0120472762221849,42.64,WARNING
2,75,0.0938270924540966,5.96,CRITICAL
2,76,-0.0459171624986179,68.63,WARNING
2,77,-0.0599774558682996,74.93,NORMAL
2,78,-0.0373440158746628,64.78,WARNING
2,79,-0.0007473606105731,48.37,WARNING
2,80,-0.0146519284177784,54.61,WARNING
2,81,0.0041315610719734,46.18,WARNING
2,82,-0.0216404517096754,57.74,WARNING
2,83,-0.0151589077592917,54.83,WARNING
2,84,-0.0327257193572718,62.71,WARNING
2,85,0.054538944918798,23.58,CRITICAL
2,86,-0.0559315245541108,73.12,NORMAL
2,87,-0.0224699258036028,58.11,WARNING
2,88,0.0220048896590903,38.17,CRITICAL
2,89,-0.0303068905963331,61.63,WARNING
2,90,-0.0347931625841144,63.64,WARNING
2,91,-0.0586288004860621,74.33,NORMAL
2,92,0.0176681797911922,40.11,WARNING
2,93,-0.0438165429442704,67.69,WARNING
2,94,-0.0379889912993231,65.07,WARNING
2,95,-0.0499314426912426,70.43,NORMAL
2,96,-0.0060417321070024,50.75,WARNING
2,97,-0.0840609825388697,85.73,NORMAL
2,98,-0.030349547552094,61.65,WARNING
2,99,-0.0346024758016962,63.55,WARNING
2,100,-0.0302947959468338,61.62,WARNING
2,101,-0.0481192787357239,69.61,WARNING
2,102,-0.0114618375250256,53.18,WARNING
2,103,-0.0403020970924687,66.11,WARNING
2,104,-0.0422654171627969,66.99,WARNING
2,105,-0.0450889911210515,68.26,WARNING
2,106,-0.0557815568052362,73.05,NORMAL
2,107,-0.0442236673276892,67.87,WARNING
2,108,-0.0407877621618538,66.33,WARNING
2,109,-0.0557653138363623,73.04,NORMAL
2,110,-0.064036855563981,76.75,NORMAL
2,111,-0.0205414640559701,57.25,WARNING
2,112,-0.0813646133453316,84.52,NORMAL
2,113,-0.0505899000144632,70.72,NORMAL
2,114,-0.0432428942294568,67.43,WARNING
2,115,-0.046322595452214,68.81,WARNING
2,116,-0.0124840478548717,53.64,WARNING
2,117,-0.0628787597335964,76.23,NORMAL
2,118,-0.0557806465398349,73.05,NORMAL
2,119,-0.0832648660954258,85.37,NORMAL
2,120,-0.0291784623007352,61.12,WARNING
2,121,-0.0136570051720892,54.16,WARNING
2,122,-0.0756296490306109,81.95,NORMAL
2,123,-0.0647036075584689,77.05,NORMAL
2,124,-0.0486264944871404,69.84,WARNING
2,125,-0.0652560593379965,77.3,NORMAL
2,126,-0.0686517476633274,78.82,NORMAL
2,127,-0.0594621448391082,74.7,NORMAL
2,128,0.0099406085445369,43.58,WARNING
2,129,0.0149668000937746,41.33,WARNING
2,130,-0.0548391949358086,72.63,NORMAL
2,131,-0.0725774037115238,80.58,NORMAL
2,132,-0.026134752359361,59.76,WARNING
2,133,-0.05784433279,73.98,NORMAL
2,134,0.0104084502094758,43.37,WARNING
2,135,-0.0782576785606403,83.13,NORMAL
2,136,-0.042511224912047,67.1,WARNING
2,137,-0.0360567694384354,64.21,WARNING
2,138,-0.0659484670066932,77.61,NORMAL
2,139,-0.0605772061113179,75.2,NORMAL
2,140,-0.0601068143732731,74.99,NORMAL
2,141,-0.071233163099487,79.98,NORMAL
2,142,-0.0609163843905667,75.35,NORMAL
2,143,-0.102423481335919,93.97,NORMAL
2,144,-0.0708768699624383,79.82,NORMAL
2,145,-0.0708355830376684,79.8,NORMAL
2,146,-0.0793442561910034,83.62,NORMAL
2,147,-0.0875346248731939,87.29,NORMAL
2,148,-0.0600757909273354,74.98,NORMAL
2,149,-0.0825055664615147,85.03,NORMAL
2,150,-0.0546955313436957,72.56,NORMAL
2,151,-0.0322783396124809,62.51,WARNING
2,152,-0.0943237415551688,90.33,NORMAL
2,153,-0.0736295186485754,81.05,NORMAL
2,154,0.0023064705239379,47.0,WARNING
2,155,-0.0820217063687054,84.82,NORMAL
2,156,-0.0361487510868647,64.25,WARNING
2,157,-0.0812093556243799,84.45,NORMAL
2,158,-0.0834710764409138,85.47,NORMAL
2,159,-0.0765797289806731,82.38,NORMAL
2,160,-0.0718615283126197,80.26,NORMAL
2,161,-0.0744906538742432,81.44,NORMAL
2,162,-0.0515875589736034,71.17,NORMAL
2,163,-0.0766718785695547,82.42,NORMAL
2,164,-0.0643810521252291,76.91,NORMAL
2,165,-0.0609452058533862,75.37,NORMAL
2,166,-0.0488135092483032,69.93,WARNING
2,167,-0.0953799926381017,90.81,NORMAL
2,168,-0.0799270117870255,83.88,NORMAL
2,169,-0.0900629505268475,88.42,NORMAL
2,170,-0.062123182880028,75.89,NORMAL
2,171,-0.0858360893751629,86.53,NORMAL
2,172,-0.0637583607367585,76.63,NORMAL
2,173,-0.09845449161772,92.19,NORMAL
2,174,-0.0956649886914514,90.94,NORMAL
2,175,-0.0795215975284843,83.7,NORMAL
2,176,-0.0790180244471737,83.47,NORMAL
2,177,-0.0985293818196136,92.22,NORMAL
2,178,-0.0797339126203752,83.79,NORMAL
2,179,-0.0785682038173182,83.27,NORMAL
2,180,-0.0957257218856857,90.96,NORMAL
2,181,-0.0936970805562784,90.05,NORMAL
2,182,-0.0882798228378318,87.62,NORMAL
2,183,-0.1046295992952538,94.96,NORMAL
2,184,-0.0697264718792354,79.3,NORMAL
2,185,-0.0650830640530298,77.22,NORMAL
2,186,-0.0835981204570628,85.52,NORMAL
2,187,-0.0995888562006799,92.69,NORMAL
2,188,-0.0913352054091451,88.99,NORMAL
2,189,-0.0996728808448443,92.73,NORMAL
2,190,-0.0762528041376045,82.23,NORMAL
2,191,-0.0955867946855119,90.9,NORMAL
2,192,-0.0412413636494873,66.53,WARNING
2,193,-0.0918917608628275,89.24,NORMAL
2,194,-0.0961843316984754,91.17,NORMAL
2,195,-0.0667606581162212,77.97,NORMAL
2,196,-0.0730013582418789,80.77,NORMAL
2,197,-0.0649245574988737,77.15,NORMAL
2,198,-0.0586679946419444,74.35,NORMAL
2,199,-0.0917919605758357,89.2,NORMAL
2,200,-0.1058461511828068,95.5,NORMAL
2,201,-0.0937815532124497,90.09,NORMAL
2,202,-0.0690971516856763,79.02,NORMAL
2,203,-0.0663473683646005,77.79,NORMAL
2,204,-0.0948219404263366,90.56,NORMAL
2,205,-0.1019172689425362,93.74,NORMAL
2,206,-0.0825666797978993,85.06,NORMAL
2,207,-0.0967670450149865,91.43,NORMAL
2,208,-0.1063332725765044,95.72,NORMAL
2,209,-0.0672618505999363,78.2,NORMAL
2,210,-0.0766915836611527,82.43,NORMAL
2,211,-0.0999410030334916,92.85,NORMAL
2,212,-0.0570839635238176,73.63,NORMAL
2,213,-0.0965906216098861,91.35,NORMAL
2,214,-0.0807311459938037,84.24,NORMAL
2,215,-0.062637511072007,76.13,NORMAL
2,216,-0.0791057745132473,83.51,NORMAL
2,217,-0.0567739475116297,73.5,NORMAL
2,218,-0.0892769905883446,88.07,NORMAL
2,219,-0.0827346359935213,85.14,NORMAL
2,220,-0.0620110072391682,75.84,NORMAL
2,221,-0.0946781924828656,90.49,NORMAL
2,222,-0.113202474319905,98.8,NORMAL
2,223,-0.0719985911036645,80.32,NORMAL
2,224,-0.1055757491992428,95.38,NORMAL
2,225,-0.0991867678255439,92.51,NORMAL
2,226,-0.0707662514457139,79.77,NORMAL
2,227,-0.1033625482218653,94.39,NORMAL
2,228,-0.1141062243259692,99.2,NORMAL
2,229,-0.1036667743235646,94.52,NORMAL
2,230,-0.0954901292547001,90.86,NORMAL
2,231,-0.100979499746598,93.32,NORMAL
2,232,-0.0884695842693639,87.71,NORMAL
2,233,-0.0552517368576462,72.81,NORMAL
2,234,-0.0907748888791822,88.74,NORMAL
2,235,-0.0830997927551389,85.3,NORMAL
2,236,-0.0649580198832598,77.17,NORMAL
2,237,-0.0714922265372671,80.1,NORMAL
2,238,-0.0804190801161195,84.1,NORMAL
2,239,-0.0724919444607758,80.54,NORMAL
2,240,-0.0806842835711864,84.22,NORMAL
2,241,-0.0512494589238679,71.02,NORMAL
2,242,-0.066057635028675,77.66,NORMAL
2,243,-0.0719805991960035,80.31,NORMAL
2,244,-0.0505378092331689,70.7,NORMAL
2,245,-0.0633036180761903,76.42,NORMAL
2,246,-0.0773778355116743,82.73,NORMAL
2,247,-0.0682576370294322,78.65,NORMAL
2,248,-0.0179197976224324,56.07,WARNING
2,249,-0.0251581158315523,59.32,WARNING
2,250,-0.04380244194859,67.68,WARNING
2,251,-0.054819528538662,72.62,NORMAL
2,252,-0.0248615288692934,59.19,WARNING
2,253,-0.0867966127950524,86.96,NORMAL
2,254,-0.0226544992910114,58.2,WARNING
2,255,-0.0537624107099694,72.15,NORMAL
2,256,-0.0141468441784376,54.38,WARNING
2,257,-0.0524572448371021,71.56,NORMAL
2,258,-0.0398110853611361,65.89,WARNING
2,259,-0.024589550889887,59.06,WARNING
2,260,-0.00777431338487,51.52,WARNING
2,261,-0.0130943846466288,53.91,WARNING
2,262,-0.0064345366520357,50.92,WARNING
2,263,-0.0298682597741018,61.43,WARNING
2,264,0.0255710155795746,36.57,CRITICAL
2,265,0.0039412340067205,46.27,WARNING
2,266,-0.015203595566893,54.85,WARNING
2,267,-0.0237921568060792,58.71,WARNING
2,268,-0.0375665572458404,64.88,WARNING
2,269,0.0090796166638135,43.97,WARNING
2,270,-0.0121628144587686,53.49,WARNING
2,271,0.040687721147075,29.79,CRITICAL
2,272,-0.0241207777938258,58.85,WARNING
2,273,0.0021722514947686,47.06,WARNING
2,274,0.0377917448754073,31.09,CRITICAL
2,275,-0.0201407193214096,57.07,WARNING
2,276,0.0532246663704402,24.17,CRITICAL
2,277,0.030124482111853,34.53,CRITICAL
2,278,0.0210971571204392,38.58,CRITICAL
2,279,0.0605694025291428,20.88,CRITICAL
2,280,0.024092524880272,37.23,CRITICAL
2,281,0.0547283463234654,23.5,CRITICAL
2,282,0.0367565244270691,31.56,CRITICAL
2,283,0.0744189463599789,14.67,CRITICAL
2,284,0.0351527772930678,32.27,CRITICAL
2,285,0.0645916250647076,19.07,CRITICAL
2,286,0.0513244428793671,25.02,CRITICAL
2,287,0.104516268029413,1.17,CRITICAL
3,1,-0.0611065937909133,75.44,NORMAL
3,2,-0.0593454714704094,74.65,NORMAL
3,3,-0.0496714646508625,70.31,NORMAL
3,4,-0.0584348598330268,74.24,NORMAL
3,5,-0.0542811126698257,72.38,NORMAL
3,6,-0.0386150894688694,65.35,WARNING
3,7,-0.0865715893305036,86.86,NORMAL
3,8,-0.059256446610399,74.61,NORMAL
3,9,-0.0624211846750655,76.03,NORMAL
3,10,-0.0732373181625162,80.88,NORMAL
3,11,-0.0707534218350365,79.76,NORMAL
3,12,-0.0726485726218784,80.61,NORMAL
3,13,-0.0242706733184129,58.92,WARNING
3,14,-0.0742415031219394,81.33,NORMAL
3,15,-0.0520829917284271,71.39,NORMAL
3,16,-0.0274130155359228,60.33,WARNING
3,17,-0.0633834294527599,76.46,NORMAL
3,18,-0.0531585802819667,71.87,NORMAL
3,19,-0.0468577356095166,69.05,WARNING
3,20,-0.0438424790636148,67.7,WARNING
3,21,-0.0577225760369757,73.92,NORMAL
3,22,-0.0522811979137462,71.48,NORMAL
3,23,-0.0678896005612476,78.48,NORMAL
3,24,-0.0482574021250987,69.68,WARNING
3,25,-0.0213491155741158,57.61,WARNING
3,26,-0.0448433677886108,68.15,WARNING
3,27,-0.0865721633554202,86.86,NORMAL
3,28,-0.0728862478959289,80.72,NORMAL
3,29,-0.0268307618468115,60.07,WARNING
3,30,-0.0761121629462887,82.17,NORMAL
3,31,-0.0635891069945162,76.55,NORMAL
3,32,-0.0813678654020972,84.52,NORMAL
3,33,-0.0737610789205251,81.11,NORMAL
3,34,-0.0649362987191101,77.16,NORMAL
3,35,-0.0756978745595937,81.98,NORMAL
3,36,-0.0655727934194873,77.44,NORMAL
3,37,-0.0064812365497044,50.94,WARNING
3,38,-0.0694815434039822,79.19,NORMAL
3,39,-0.0534624935411703,72.01,NORMAL
3,40,-0.0473356319349684,69.26,WARNING
3,41,-0.0466295452625423,68.95,WARNING
3,42,0.025683526729352,36.52,CRITICAL
3,43,-0.0806042154809997,84.18,NORMAL
3,44,-0.0284608733100626,60.8,WARNING
3,45,-0.0258190918800014,59.62,WARNING
3,46,-0.0928654071657916,89.68,NORMAL
3,47,-0.0652381432433963,77.29,NORMAL
3,48,-0.0811083983524211,84.41,NORMAL
3,49,-0.083382896717937,85.43,NORMAL
3,50,-0.081067400778429,84.39,NORMAL
3,51,-0.0544517438328729,72.45,NORMAL
3,52,-0.0494747325839125,70.22,NORMAL
3,53,-0.067047470535272,78.1,NORMAL
3,54,-0.0801288730173319,83.97,NORMAL
3,55,-0.0931217327241541,89.79,NORMAL
3,56,-0.0671807750756935,78.16,NORMAL
3,57,-0.0751907437108868,81.75,NORMAL
3,58,-0.0520928011936648,71.4,NORMAL
3,59,-0.0422352175490103,66.98,WARNING
3,60,-0.0766804709678385,82.42,NORMAL
3,61,-0.0822044502521266,84.9,NORMAL
3,62,-0.1044489914742359,94.87,NORMAL
3,63,-0.0641662127367443,76.81,NORMAL
3,64,-0.0977504512255303,91.87,NORMAL
3,65,-0.0393141304385045,65.67,WARNING
3,66,-0.0775655849104857,82.82,NORMAL
3,67,-0.0555536193465975,72.95,NORMAL
3,68,-0.0673471033002749,78.24,NORMAL
3,69,-0.0446613356167683,68.06,WARNING
3,70,-0.0652045136910385,77.28,NORMAL
3,71,-0.0749818385545433,81.66,NORMAL
3,72,-0.0597667399288148,74.84,NORMAL
3,73,0.0055132404790565,45.57,WARNING
3,74,-0.0930922766093583,89.78,NORMAL
3,75,-0.0813803122333461,84.53,NORMAL
3,76,-0.0872516111359298,87.16,NORMAL
3,77,-0.0797131792045352,83.78,NORMAL
3,78,-0.0470803505693127,69.15,WARNING
3,79,-0.0650512592065171,77.21,NORMAL
3,80,-0.056347576359368,73.3,NORMAL
3,81,-0.0732015210635705,80.86,NORMAL
3,82,-0.0837079501087324,85.57,NORMAL
3,83,-0.0679517275714175,78.51,NORMAL
3,84,-0.0762988866326758,82.25,NORMAL
3,85,-0.0574461166363873,73.8,NORMAL
3,86,-0.0931183102435796,89.79,NORMAL
3,87,-0.0945453573569408,90.43,NORMAL
3,88,-0.0819490590337693,84.78,NORMAL
3,89,-0.0710198349534244,79.88,NORMAL
3,90,-0.0686418472082613,78.82,NORMAL
3,91,-0.0557526390762742,73.04,NORMAL
3,92,-0.0445345355402498,68.01,WARNING
3,93,-0.0562342083546499,73.25,NORMAL
3,94,0.0104333175346731,43.36,WARNING
3,95,-0.0961667116542153,91.16,NORMAL
3,96,-0.0885481334204388,87.74,NORMAL
3,97,-0.0681395771717413,78.59,NORMAL
3,98,-0.1027154938742079,94.1,NORMAL
3,99,-0.1046352841794449,94.96,NORMAL
3,100,-0.0314634375100216,62.15,WARNING
3,101,-0.080851842370082,84.29,NORMAL
3,102,-0.0855042757423867,86.38,NORMAL
3,103,-0.0617475587924923,75.73,NORMAL
3,104,-0.0812508456024517,84.47,NORMAL
3,105,-0.0791323213897949,83.52,NORMAL
3,106,-0.0959522334387951,91.06,NORMAL
3,107,-0.1059059524665052,95.53,NORMAL
3,108,-0.0966159422981918,91.36,NORMAL
3,109,-0.0151937763783818,54.85,WARNING
3,110,-0.0959568049333925,91.07,NORMAL
3,111,-0.0614400290869717,75.59,NORMAL
3,112,-0.0962101053067177,91.18,NORMAL
